SMILES,prediction
C[C@H](Cc1cccc(CC(=O)NCc2ccc(Cl)c(Cl)c2)c1)NC[C@H](O)c3ccc(O)c(CO)c3,0
C[C@H](Cc1cccc(CC(=O)NCc2cc(Cl)cc(Cl)c2)c1)NC[C@H](O)c3ccc(O)c(CO)c3,0
CC(C)C[C@H](CO)Nc1nc(S[C@@H](C)c2cc(Cl)ccn2)nc3nc(N)sc13,0
CC(C)C[C@H](CO)Nc1nc(nc2nc(O)sc12)S(=O)(=O)Cc3ccccc3,0
CC(C)C[C@H](CO)Nc1nc(nc2nc(O)sc12)S(=O)Cc3ccccc3,0
CCCC(=O)c1cc(C#N)c(nc1C)N2CCC(CC2)C(=O)NS(=O)(=O)C(C)c3ccccc3,0
C[C@H](Cc1cccc(CC(=O)NCc2c(F)cccc2Cl)c1)NC[C@H](O)c3ccc(O)c(CO)c3,0
COc1ccc(cc1)n2nc(C(=O)N)c3CCN(C(=O)c23)c4ccc(cc4)C5(CN6CCCC6)CC5,0
Clc1ccccc1\C=C\C(=O)NC2(CCCC2)C(=O)N[C@H](Cc3ccccc3)C(=O)NCC4CCN(CC5CCOCC5)CC4,0
CS(=O)(=O)Nc1ccc2N=C(NS(=O)(=O)c2c1)C3=C(O)[C@@H]4CCCC[C@@H]4N(Cc5ccc(F)cc5)C3=O,0
O1c2c(C(=O)C=C1c1cc(OC)c(O)c(O)c1)c(O)cc(O)c2,0
O(Cc1ccccc1)C[C@H](N)C(=O)NC(C(O)=O)C,0
O=C1N=C(Nc2n(cnc12)COCCO)N,0
CCCCCCCCCCCCC(N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N,0
S(O)(=O)(=O)CCCNC(=O)C,0
CCOC(=O)CNC(=O)\C=C\c1oc2ccc(Cl)c(Oc3ccncc3C(=O)N4CCN(C5CC5)c6ccccc46)c2c1C,0
CC(C)C[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]3CCCN3C(=O)[C@H]4CCCN4C(=O)[C@@H](CC(C)C)NC1=O,0
F[C@@]12[C@H]([C@@H]3C[C@@H](C)[C@](O)(C(=O)COC4O[C@@H](CC(O)=O)[C@H](O)[C@@H](O)[C@@H]4O)[C@]3(C[C@@H]1O)C)CCC1=CC(=O)C=C[C@@]12C,0
Cc1cc(C)c(CSC(=N)N)c(C)c1CSC(=N)N,0
CNS(=O)(=O)c1ccc(cc1)c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)cc2,0
CCCCCC[C@H](NC(=O)C)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCC(=O)NCC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CC(C)C)C(=O)N,0
CS(=O)(=O)c1ccc(cc1)c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)cc2,0
CC(C)(N)C(=O)N1CCn2c(C1)nc(c3cccc(F)c3)c2Nc4ccc(F)cc4,0
CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)N(C)C(=O)CN(C)C(=O)[C@H](C)NC(=O)[C@H](Cc3ccc(O)cc3)N(C)C(=O)[C@H]4CCCN4C1=O,0
C[C@H](NP(=O)(OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2ccc3c(ncnc23)c4cccs4)Oc5ccccc5)C(=O)OCc6ccccc6,0
C=CC(=O)Nc1ccc(cn1)S(=O)(=O)N2CCN(CC2)C(=O)C3CC3,0
Cn1cnc(c1)S(=O)(=O)N(CCN(Cc2cncn2C)c3ccc(cc3)C#N)Cc4ccccc4,0
O=C(OCc1ccccc1)c2ccccc2c3ccc(CN4CCC(COC(=O)c5c6OCCCn6c7ccccc57)CC4)cc3,0
COc1ccc2C=CC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2n1,0
OC[C@@H](NC(=O)C[C@H]1CNC(=O)c2cc(cn12)c3cccc(F)c3)C4CCCCC4,0
Cc1c(Cc2ccccc2S(=O)(=O)c3ccccc3)c4C(=O)NC(C)(C)Cc4n1CC(=O)O,0
NS(=O)(=O)c1ccccc1n2nc(c3CCN(C(=O)c23)c4ccc(cc4)c5ccccc5CN6CC[C@@H](O)C6)C(F)(F)F,0
Fc1cc(F)cc(Cc2ccc3[nH]nc(NC(=O)c4ccc(CN5CCCCC5)cc4NC6CCOCC6)c3c2)c1,0
Cn1cnc(c1)S(=O)(=O)N(CCN(Cc2cncn2C)c3ccc(cc3)C#N)CC4CCN(CC4)c5ncccn5,0
CCc1nn2ccccc2c1Cc3ccc(cc3)C(=O)N[C@@H]4CCOC[C@@H]4C(=O)NO,0
COc1ccc(cc1)n2nc(c3CCN(C(=O)c23)c4ccc(cc4)C5(Cn6ccnc6C)CC5)S(=O)(=O)C,0
CCCCOC(=O)N1CCN(CC1)C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OCCOC)cc(n2)c3ccccc3,0
C(c1ccc2ncccc2c1)n3nnc4ncc(nc34)c5cnn(c5)C6CCNCC6,0
O=C1NC(=N)N(C1)C,0
COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)C,0
C[C@@H](CO)Nc1cc2NC(=O)CCc2cc1S(=O)(=O)Nc3ccc(C)c(Cl)c3,0
OC[C@H]1O[C@H](C[C@@H]1OC(=O)c2ccc(cc2)[N+](=O)[O-])N3C=C(F)C(=O)NC3=O,0
CCCCCCC(NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H]4CCCN4C(=O)[C@H](Cc5ccc(O)cc5)NC(=O)CCC(=O)N[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)C(=O)N,0
O1C2=CC(=N)C=CC2=C(c2c1cc(N)cc2)c1ccccc1C(OC)=O,0
CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc3ccccc3)NC(=O)[C@H](CC(=O)N)NC(=O)c4ccc5ccccc5n4,0
CCCCc1nc(Cl)c(CO)n1Cc2ccc(cc2)c3ccccc3c4nn[nH]n4,0
OC[C@H]1O[C@H](Oc2ccc(cc2)c3cc(F)c(O)c(F)c3)[C@@H](O)[C@@H](O)[C@@H]1O,0
CN[C@@H](Cc1ccccc1)C(=O)N(C)CC(=O)NCC(=O)NCC(=O)NCC(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N,0
CC(C)(NC(=O)c1nc(cnc1N)c2cccc(c2)c3ccc(N)nc3)C4CCNCC4,0
N(C(NC(N)=N)=N)(C)C,0
COc1cc(C)c(c(C)c1)S(=O)(=O)N(C)CCOCC(=O)N2CCN(CC2)C3CC4CCC(C3)N4C,0
COc1cc(C)c(c(C)c1)S(=O)(=O)N(C)CCOCC(=O)N2CCN(CC2)C3CCN(C)CC3,0
C[C@H]([C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(=O)N)c2ccccc2,0
CCOC(=O)c1cc(C#N)c(nc1C)N2CC(C2)NC(=O)NS(=O)(=O)c3ccc(Cl)cc3,0
CCOC(=O)c1cc(C#N)c(nc1C)N2CC(C2)NC(=O)NS(=O)(=O)Cc3ccccc3,0
COc1ccc(cc1)n2nc(C(=O)N)c3CCN(C(=O)c23)c4ccc(cc4)c5ccccc5CN,0
O=C1NOC(=C1)[C@H]2CCN[C@H](Cc3ccccc3)C2,0
CCCC(=O)c1cc(C#N)c(nc1CCC)N2CCC(CC2)C(=O)NS(=O)(=O)Cc3ccccc3,0
O[C@H](Cc1ccccn1)C(=O)N2[C@H]3C[C@H]3C[C@H]2C(=O)NCc4cc(Cl)ccc4n5cnnn5,0
CN[C@@H](CN1C(=O)N(Cc2c(F)cccc2C(F)(F)F)C(=C(C1=O)c3cccc(OCCCCC(=O)O)c3F)C)c4ccccc4,0
CCOc1ccc(cc1)C(=O)NC2(CCCC2)C(=O)N[C@H](Cc3ccccc3)C(=O)NCC4CCN(CC5CCOCC5)CC4,0
CC(C)[C@H](NC(=O)C(O)(CCC(=O)Nc1cc(cc(c1)C(=O)N[C@H](C)c2ccccc2)N(C)S(=O)(=O)C)CCc3ccccc3)C(=O)Nc4ccccc4,0
CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H]3CCCN3C(=O)[C@H](CC(C)C)NC1=O,0
Nc1ncnc2c1ncn2[C@@H]3O[C@H](CNS(=O)(=O)NC(=O)c4ccccc4O)[C@@H](O)[C@H]3O,0
CCCCCCCCCCC(N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)N[C@@H](Cc5ccccc5)C(=O)N,0
C\N=C(\NCCSCc1[nH]cnc1C)/NC#N,0
S(=O)(=O)(N)c1cc2S(=O)(=O)NC(Nc2cc1C(F)(F)F)Cc1ccccc1,0
CS(=O)(=O)Nc1ccc2N=C(NS(=O)(=O)c2c1)C3=C(O)[C@@H]4[C@H]5CC[C@H](C5)[C@@H]4N(Cc6ccc(F)cc6)C3=O,0
COc1cc(C)c(c(C)c1)S(=O)(=O)N(C)CCOCC(=O)N(C)Cc2ccc(cc2)C3=NCCN3,0
CN(Cc1ccccc1)C(=O)[C@]2(C[C@H]2CN3CCC(CC3)(N(C)C(=O)C(=O)N)c4ccccc4)c5ccc(Cl)c(Cl)c5,0
Nc1noc2ccc(cc12)n3nc(cc3C(=O)NC4CCN(CC4)c5ccccc5CN6CCCC6)C(F)(F)F,0
OC(=O)CCCN1CC(Oc2c(\C=C\c3ccc(OCCCCc4ccccc4)cc3)cccc12)C(=O)O,0
CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc3ccccc3)NC(=O)[C@H](C)NC(=O)c4csc(n4)[C@@H](NC(=O)[C@@H]5CCCN5C1=O)[C@@H](C)CC,0
CN1N(C(=O)C(=C1C)CN(CCc2ccc(Cl)cc2)C3CCN(CC3)C(=O)c4cccc[n+]4[O-])c5ccc(F)cc5,0
O=C(CCNC(=O)[C@@H](Cc1ccccc1)NC(=O)C2(CCCC2)NC(=O)c3cc4ccccc4s3)N5CCN(CC5)C6CCOCC6,0
S(=O)(=O)(N)c1cc2S(=O)(=O)NC(Nc2cc1C(F)(F)F)Cc1ccccc1,0
OC(=O)[C@@H]1N(CCC1)C(=O)[C@@H](N[C@H](CCc1ccccc1)C(O)=O)C,0
s1cc(nc1N=C(N)N)CSCCN\C(=N\C)\NC#N,0
CN1C(=C(C(=O)N(C)C1=O)c2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2)C,0
S1[C@@H]2N([C@H](C(O)=O)C1(C)C)C(=O)[C@@H]2NC(=O)Cc1ccccc1,0
CC1=CN=C(NCC(F)(F)c2ccccc2)C(=O)N1CC(=O)NCCON=C(N)N,0
O1[C@H](CC)[C@](O)(C)[C@H](O)[C@@H](C)C(=O)[C@@H](C[C@](O)(C)[C@H](O[C@@H]2O[C@@H](C[C@H](N(C)C)[C@H]2O)C)[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@](OC)(C2)C)[C@@H](C)C1=O)C,0
COCCN1C(=O)C=C2NN(CCN3CCOCC3)C(=O)C2=C1COc4ccc(F)cc4,0
COc1ccccc1N2NC3=CC(=O)N4CCCN(Cc5ccccn5)CC4=C3C2=O,0
COc1cc(C)c(c(C)c1)S(=O)(=O)N(C)CCOCC(=O)N2CCN(CC2)[C@@H]3CN4CCC3CC4,0
Cc1cccc(NC(=O)Cc2nc(O)cc(n2)N3CCOCC3)c1,0
CC(=O)OCOC(=O)c1ccccc1c2ccc(CN3CCC(COC(=O)c4c5OCCCn5c6ccccc46)CC3)cc2,0
CN1N(C(=O)C(=C1C)CN(CCc2ccccn2)C3CCN(CC3)C(=O)c4c(F)cccc4F)c5ccc(F)cc5,0
CCCC(=O)c1cc(C#N)c(nc1C)N2CCC(CC2)C(=O)NS(=O)(=O)Cc3ccc(C)cc3,0
CN(c1ccncc1)c2ccc(c(F)c2)c3ccc4c(nn(c5ccc6onc(N)c6c5)c4c3F)C(=O)N,0
COc1cccc(\C=C\C(=O)NC2(CCCC2)C(=O)N[C@H](Cc3ccccc3)C(=O)NCC4CCN(CC5CCOCC5)CC4)c1,0
CCCCC(COC(=O)C(C)(C)C)NP(=O)(OC[C@H]1O[C@@H](N2C=CC(=NC2=O)N)[C@](C)(O)[C@@H]1O)Oc3ccccc3,0
C(N(C1CCNCC1)c2ccc3sccc3c2)c4ccccc4,0
CNC(=O)[C@@H](NC(=O)[C@H](OCc1ccccc1)[C@H](O)[C@@H](O)[C@@H](OCc2ccccc2)C(=O)N[C@@H]3[C@H](O)Cc4ccccc34)C(C)C,0
Clc1cc2N=CNS(=O)(=O)c2cc1S(=O)(=O)N,0
P(Oc1ccc(cc1)C)(OC[C@H]1O[C@@H](N2C=C(C)C(=O)NC2=O)C=C1)(=O)NC(C(OC)=O)C,0
CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]3CCCN3C(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC1=O,0
s1c(nnc1NS(=O)(=O)c1ccc(N)cc1)C,0
Cc1ccc(Sc2ccccc2CSC(=N)N)c(CSC(=N)N)c1,0
COc1cc(cc(OC)c1O)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](O[C@@H]4O[C@@H]5CO[C@H](O[C@H]5[C@H](O)[C@H]4O)c6cccs6)c7cc8OCOc8cc27,0
O1c2c(C(=O)C(O[C@H]3O[C@H](C)[C@@H](O)[C@H](O)[C@@H]3O)=C1c1ccc(OC)cc1)c(O)cc(O)c2C\C=C(\C)/C,0
CC(C)(N)C(=O)N1CCn2c(C1)nc(c3ccc(F)cc3)c2Nc4ccc(Cl)cc4,0
CO[C@H]1C[C@H]2OC[C@@]2(OC(=O)C)[C@H]3[C@H](OC(=O)c4ccccc4)[C@]56OC(=O)O[C@H]5[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c7ccccc7)c8ccccc8)C(=C([C@@H](OC)C(=O)[C@]13C)C6(C)C)C,0
ClC=1CS[C@H]2N(C=1C(O)=O)C(=O)[C@H]2NC(=O)[C@H](N)c1ccccc1,0
Oc1cc(ccc1O)CC(N)C(O)=O,0
COc1cc(C)c(c(C)c1)S(=O)(=O)N(C)CCOCC(=O)N2CCN(CC3CCN(C)CC3)CC2,0
CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC2CC(C)(C)Cc3nn(CC(C)(C)C)cc23,0
OCc1cccc(NS(=O)(=O)c2ccc(cc2)c3ccc(Cl)cc3Cl)c1,0
CCC1(C)NC(=O)c2cc(ccc2NC1=O)S(=O)(=O)Nc3ccc(OC)cc3,0
N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc2cccc(F)c2)C(=O)N,0
Cc1cc(COc2ccc(cc2)C(=O)N[C@@H]3C[C@]4(CCCO4)C[C@@H]3C(=O)NO)c5ccccc5n1,0
Cn1cnc(c1)S(=O)(=O)N(CCN(Cc2cncn2C)c3ccc(cc3)C#N)CC4CCCCC4,0
CN1CCC(CC1)Nc2cc(ccc2C(=O)Nc3[nH]nc4ccc(Cc5cc(F)cc(F)c5)cc34)N6CCN(C)CC6,0
Oc1cc(ccc1O)C[C@H](N)C(O)=O,0
O=C1N(C)[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)N[C@H]1C,0
O=C1N(C)[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H]1C,0
O=C1N(C)[C@H](C)C(=O)N[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H]1C,0
O=C1N(C)[C@@H](C)C(=O)N[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H]1C,0
O=C1N(C)[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@H](C)C(=O)N[C@H]1C,0
O=C1N(C)[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@H]1C,0
O=C1N(C)[C@@H](C)C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@H]1C,0
O=C1N(C)[C@H](C)C(=O)N[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](C)C(=O)N[C@H]1C,0
O=C1N(C)[C@@H](C)C(=O)N(C)[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H]1C,0
O=C1N(C)[C@@H](C)C(=O)N[C@H](C)C(=O)N[C@@H](C)C(=O)N(C)[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H]1C,0
O=C1N(C)[C@H](C)C(=O)N(C)[C@@H](C)C(=O)N[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N(C)[C@@H]1C,0
O=C1N(C)[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](C)C(=O)N[C@@H](C)C(=O)N(C)[C@@H]1C,0
O=C1N(C)[C@H](C)C(=O)N[C@@H](C)C(=O)N(C)[C@@H](C)C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@H]1C,0
O=C1N(C)[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N(C)[C@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@H]1C,0
O=C1N(C)[C@@H](C)C(=O)N(C)[C@H](C)C(=O)N[C@@H](C)C(=O)N(C)[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H]1C,0
O=C1N(C)[C@@H](C)C(=O)N(C)[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N(C)[C@H](C)C(=O)N(C)[C@@H]1C,0
CCCCCCCCC(N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N,0
s1cc(nc1N)/C(=N/OC)/C(NC1C2SCC(COC(=O)C)=C(N2C1=O)C(O)=O)=C,0
OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2ccc3c(ncnc23)c4cccs4,0
O=C1[C@H]2[C@](CC[C@@H]3[C@@](C(O)=O)(C)[C@H](O)CC[C@@]23C)(C)[C@]2(C[C@@H]([C@@H]3[C@H](C2=C1)[C@@H](C)[C@@H](CC3)C)C)C,0
O(Cc1ccccc1)C(=O)NC(Cc1c2c([nH]c1)cccc2)C(O)=O,0
CN1C(=O)C=C(N2CCCN(CCCN3c4ccccc4COc5ccc(CC(=O)O)cc35)CC2)N(C)C1=O,0
CN1C(=O)C=C(N2CCCN(CCCN3c4ccccc4OCc5ccc(cc35)C(=O)O)CC2)N(C)C1=O,0
CC(C)C[C@H](CO)Nc1nc(SCc2ccccn2)nc3nc(N)sc13,0
O=C(NCC1CCN(CC1)C2CCOCC2)[C@@H](Cc3ccccc3)NC(=O)C4(CCCC4)NC(=O)c5cc6ccccc6s5,0
CC(C)[C@H](NC(=O)[C@H](OCc1ccccc1)[C@H](O)[C@@H](O)[C@@H](OCc2ccccc2)C(=O)N[C@@H]3[C@H](O)Cc4ccccc34)C(=O)NCCF,0
CC(C)C[C@H](NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc4c[nH]cn4)NC(=O)[C@H](CCC(=O)N)NC(=O)CCC(=O)N[C@@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N6CCC[C@H]6C(=O)NCC(=O)N,0
CCCCCCC(N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)N[C@@H](Cc5ccccc5)C(=O)N[C@@H]6O[C@@H]([C@@H](O)[C@H](O)[C@H]6O)C(=O)N,0
Cc1ccc(Nc2c(nc3CN(CCn23)C(=O)CN)c4ccc(F)cc4)cc1,0
CSc1nn(c2ccccc2)c3cc(NC(=O)C4CCNCC4)ccc13,0
O1C(CC)C(O)(C)C(O)C(C)C(=O)C(CC(O)(C)C(OC2OC(CC(N(C)C)C2O)C)C(C)C(OC2OC(C)C(O)C(OC)(C2)C)C(C)C1=O)C,0
O1[C@@H](CC)[C@@](O)(C)[C@H](O)[C@@H](C)C(=O)[C@@H](C[C@@](O)(C)[C@H](O[C@H]2O[C@@H](C[C@@H](N(C)C)[C@H]2O)C)[C@H](C)[C@@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@@](OC)(C2)C)[C@H](C)C1=O)C,0
O(C(=O)C(CC)C)C1C2C(=CC(O)C1)C=CC(C)C2CCC(O)CC(O)CC(O)=O,0
CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H]3CCCN3C(=O)[C@H](CC(C)C)NC1=O,0
O1c2c(C(=O)C(O)=C1c1cc(O)c(O)c(O)c1)c(O)cc(O)c2,0
C[C@@H]1[C@H](O)[C@@](CO)(O[C@H]1N2C=CC(=NC2=O)N)N=[N+]=[N-],0
CCN1CCC(CC1)N2CCN(CC2)C(=O)COCCN(C)S(=O)(=O)c3c(C)cc(OC)cc3C,0
CNCc1ccccc1c2ccc(cc2)N3CCc4c(nn(c5ccc(OC)cc5)c4C3=O)C(=O)N,0
O=C(CCCNC(=O)[C@@H](Cc1ccccc1)NC(=O)C2(CCCC2)NC(=O)c3cc4ccccc4s3)N5CCC(CC5)N6CCOCC6,0
CC(C)OC(=O)N1C[C@@H](NC(=O)c2ccc(OCc3cc(C)nc4ccccc34)cc2)[C@H](C1)C(=O)NO,0
C[C@@H](CO)Oc1cc(Oc2ccc(cc2)C(=O)N(C)C)cc(c1)C(=O)Nc3ccn(C)n3,0
CC(C)C[C@@H]1NC(=O)[C@@H](NC(=O)[C@H](Cc2c[nH]c3ccccc23)N(C)C(=O)[C@H](Cc4ccccc4)NC(=O)[C@H](Cc5ccccc5)NC(=O)[C@@H]6CCCN6C1=O)C(C)C,0
Nc1noc2ccc(cc12)n3nc(c4CCN(C(=O)c34)c5ccc(cc5)c6ccccc6CN7CC[C@@H](O)C7)C(F)(F)F,0
COC(C)(C)[C@@H](O)C(=O)N1N=CC[C@H]1C(=O)NCc2cc(Cl)ccc2n3cnnn3,0
CS(=O)(=O)c1ccccc1N2CCC(CC2)NC(=O)c3cc(nn3c4ccc5onc(N)c5c4)C(F)(F)F,0
ONC(=O)CCCCCCC(=O)Nc1ccccc1,0
O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N)C,0
OC[C@H]1O[C@H](C[C@@H]1OC(=O)c2cccc(c2)C(=O)O[C@H]3C[C@@H](O[C@@H]3CO)N4C=C(F)C(=O)NC4=O)N5C=C(F)C(=O)NC5=O,0
N[C@@H]1CCCN(C1)c2nc3nc(cc3c(O)n2Cc4ccccc4C#N)c5ccc(cc5)C(F)(F)F,0
CCCCCCCCC(N)C(=O)NC(CCCCCCCC)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N,0
CC(C)C[C@H](N)c1cc(C)ccc1N2CCN(CC2)C(=O)[C@H](C)Cc3ccc(Cl)cc3,0
COc1ccc2c(O[C@H]3CCN4[C@@H](C3)C(=O)N[C@@]5(C[C@H]5\C=C\CCCCN(C)C4=O)C(=O)NS(=O)(=O)C6(C)CC6)cc(nc2c1C)c7nc(cs7)C(F)(F)F,0
CN1CCN(CC1)c2ccc(C(=O)Nc3[nH]nc4ccc(Cc5cc(F)cc(F)c5)cc34)c(N[C@@H]6CC[C@@H](O)CC6)c2,0
Cn1cnc(c1)S(=O)(=O)N(CCN(Cc2cncn2C)c3ccc(cc3)C#N)Cc4ccccn4,0
Cc1cc(COc2ccc(cc2)C(=O)N[C@@H]3CC4(C[C@@H]3C(=O)NO)OCCO4)c5ccccc5n1,0
Cc1cc(cc2[nH]c(nc12)c3c(O)nccc3NC[C@@H](O)c4cccc(Cl)c4)N5CCOCC5,0
ONC(=O)[C@H]1COCC[C@H]1NC(=O)c2ccc(Cc3c(nn4ccccc34)C(F)(F)F)cc2,0
CN[C@@H](Cc1ccccc1)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N,0
O1[C@@H](CC)[C@@](O)(C)[C@H](O)[C@@H](C)\C(=N\OCOCCOC)\[C@@H](C[C@@](O)(C)[C@@H](O[C@@H]2O[C@@H](C[C@H](N(C)C)[C@H]2O)C)[C@@H](C)[C@@H](O[C@H]2O[C@H](C)[C@@H](O)[C@@](OC)(C2)C)[C@H](C)C1=O)C,0
OC[C@H]1O[C@H](C[C@@H]1OC(=O)c2ccc(Cl)cc2)N3C=C(F)C(=O)NC3=O,0
OC(=O)C1=CN(C2CC2)c3cc(N4CCNCC4)c(F)cc3C1=O,0
Oc1ncnc2c(nccc12)n3cc(CCN4CCC(CC4)c5ccc(cc5)C#N)cn3,0
COc1ccc(cc1)C(=O)O[C@H]2C[C@@H](O[C@@H]2CO)N3C=C(F)C(=O)NC3=O,0
S(Cc1nc[nH]c1C)CCN\C(=N\C)\NC#N,0
Nc1cc(c(cn1)c2cc(Nc3cnc4ccccc4c3)nc(n2)N5CCOCC5)C(F)(F)F,0
CC(=O)Oc1ccccc1C(=O)O[C@H]2C[C@@H](O[C@@H]2CO)N3C=C(F)C(=O)NC3=O,0
s1c2c(ccc(O)c2)c(C(=O)c2ccc(OCCN3CCCCC3)cc2)c1-c1ccc(O)cc1,0
CC(C(=O)O)c1ccc2OCc3ccccc3N(CCCN4CCCN(CC4)C5=CC(=O)N(C)C(=O)N5C)c2c1,0
O=C1C=Cc2ccc(cc2N1CCN3CCC(CC3)NCc4cc5OCCOc5cn4)C#N,0
CCNC(=O)N1CCC(CC1)NS(=O)(=O)c2ccc(NC(=O)c3ccccc3C)c4ccccc24,0
CCNC(=O)c1noc(c2cc(C(C)C)c(O)cc2O)c1c3ccc(CN4CCOCC4)cc3,0
CNC(=O)[C@@H](NC(=O)[C@@](O)(CCCN(Cc1ccc(cc1)c2ccncc2)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)Cc3ccccc3)C(C)(C)C,0
O=C1NOC(=C1)[C@H]2CCN[C@@H](Cc3ccccc3)C2,0
CC(C)(F)C(=O)NC[C@@H]1CCCN1C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F,0
S(=O)(=O)(Nc1ncccc1)c1ccc(\N=N\c2cc(CC(=O)N)c(O)cc2)cc1,0
CC(C)c1ccc2c(CC[C@H]3[C@](C)(CNS(=O)(=O)c4c(F)c(F)c(F)c(F)c4F)CCC[C@]23C)c1,0
